SUCURSAL,FECHA,HORA,FOLIO_CORTE,CAJA,CAJERO,FONDO_INICIAL,VENTAS_TOTALES_NETAS,RETIROS,SISTEMA_DEBE_HABER,REAL_CONTADO,DIFERENCIA,PAGO_DEBITO,PAGO_CREDITO,PAGO_EFECTIVO_CALC,FUE_MODIFICADO,USUARIO_MODIF,FECHA_MODIF
Tienda 1,2024-11-09,20:10:49.057000,Corte 906,Caja 1,Cajero 1,2031.87,1654.94,0.0,3704.64,3718.97,-3.77,247.81,0.0,1388.99,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-10,16:14:51.550000,Corte 907,Caja 1,Cajero 1,2049.99,6626.72,4315.28,4293.16,4258.48,2.17,627.03,211.04,5744.88,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-11,14:57:15.351000,Corte 908,Caja 1,Cajero 1,1695.39,3457.23,6.28,5131.53,5148.89,-18.81,1385.16,0.0,2039.39,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-11,20:24:51.101000,Corte 909,Caja 1,Cajero 1,1914.44,2951.68,0.0,4801.6,4827.1,-84.23,138.45,17.19,2771.58,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-12,15:05:27.266000,Corte 910,Caja 1,Cajero 1,1758.8,2769.8,907.13,3599.36,3451.91,-180.11,372.02,0.0,2331.89,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-12,20:12:57.390000,Corte 911,Caja 1,Cajero 1,1598.4,1850.06,31.78,3409.04,3815.24,374.54,0.0,0.0,1840.92,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-13,16:06:33.718000,Corte 912,Caja 1,Cajero 1,1600.86,4963.46,352.52,6131.88,6096.04,1.31,950.89,169.16,3752.83,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-13,20:15:34.476000,Corte 913,Caja 1,Cajero 1,1900.34,2223.45,0.0,4092.44,4065.85,0.48,63.95,0.0,2182.71,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-14,15:42:33.279000,Corte 914,Caja 1,Cajero 1,1803.56,4937.55,0.0,6888.9,7122.55,333.26,474.76,0.0,4515.33,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-14,20:27:58.389000,Corte 915,Caja 1,Cajero 1,1705.0,2726.39,0.0,4439.12,4469.45,-10.78,1043.12,0.0,1704.13,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-15,14:41:13.589000,Corte 916,Caja 1,Cajero 1,1626.28,5599.01,63.68,7195.32,7234.16,-12.68,2069.3,198.0,3404.05,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-15,20:13:55.197000,Corte 917,Caja 1,Cajero 1,2270.19,1798.53,0.0,3970.63,4026.77,-31.29,210.61,37.49,1525.91,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-16,15:24:23.921000,Corte 918,Caja 1,Cajero 1,2101.55,4500.53,0.0,6556.98,6550.43,0.05,1055.92,108.02,3269.49,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-16,20:13:19.393000,Corte 919,Caja 1,Cajero 1,1948.13,2336.34,0.0,4280.24,2735.66,-1476.08,265.73,134.44,1888.62,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2024-11-17,16:16:48.602000,Corte 920,Caja 1,Cajero 1,1822.19,6163.0,1882.94,5945.19,5937.85,0.22,1566.53,1305.65,3200.27,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-18,16:24:08.327000,Corte 921,Caja 1,Cajero 1,2241.0,5163.86,2885.6,4607.08,4646.03,14.47,2258.34,41.08,2891.02,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-19,15:05:11.593000,Corte 922,Caja 1,Cajero 1,1846.16,4623.79,0.0,6535.29,6354.14,2.91,569.47,0.0,4046.86,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-19,20:14:16.173000,Corte 923,Caja 1,Cajero 1,2393.03,2189.28,0.0,4572.54,4602.22,0.95,1330.93,121.38,737.29,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-20,14:45:31.404000,Corte 924,Caja 1,Cajero 1,2264.44,5315.75,3224.01,4373.61,4338.51,-0.35,1664.17,128.23,3472.85,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-20,20:09:04.475000,Corte 925,Caja 1,Cajero 1,1936.13,2485.83,62.73,4346.12,4310.85,-2.03,177.8,0.0,2277.93,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-21,15:01:26.006000,Corte 926,Caja 1,Cajero 1,1857.23,6074.17,0.0,7839.45,8022.77,78.85,23.08,321.54,5680.46,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-21,20:12:29.141000,Corte 927,Caja 1,Cajero 1,2050.81,2213.41,0.0,4252.36,4206.33,-6.96,184.46,60.91,1920.36,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-22,14:56:24.082000,Corte 928,Caja 1,Cajero 1,1805.85,4348.79,0.0,6084.01,6093.56,0.55,894.69,46.1,3451.89,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-22,20:15:42.741000,Corte 929,Caja 1,Cajero 1,1969.84,2019.71,0.0,3993.16,3959.55,0.0,371.47,0.0,1652.07,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-23,14:46:09.916000,Corte 930,Caja 1,Cajero 1,1701.64,6270.34,2521.37,5372.23,5407.64,0.52,706.6,318.94,5233.05,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-23,20:13:04.992000,Corte 931,Caja 1,Cajero 1,1741.42,1539.64,193.37,3038.95,3081.23,1.06,175.33,64.48,1319.83,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-24,16:16:44.233000,Corte 932,Caja 1,Cajero 1,1839.76,7947.65,6819.07,3089.64,3053.46,-0.16,561.56,442.79,7077.02,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2024-11-25,14:46:24.741000,Corte 933,Caja 1,Cajero 1,1663.93,4134.1,2749.37,3016.27,2962.29,-62.76,248.63,665.19,3182.03,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-25,20:21:16.634000,Corte 934,Caja 1,Cajero 1,1717.03,2605.23,0.0,4319.05,4345.77,2.67,764.71,0.0,1862.88,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-26,14:32:58.770000,Corte 935,Caja 1,Cajero 1,1550.07,4621.69,0.0,6109.52,6275.81,25.94,382.37,63.38,4131.01,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-26,20:12:21.649000,Corte 936,Caja 1,Cajero 1,2085.34,3302.77,0.0,5344.11,5377.85,-17.41,65.34,50.49,3109.0,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-27,15:03:35.202000,Corte 937,Caja 1,Cajero 1,1742.38,3340.61,2395.41,2668.26,2707.49,18.8,220.85,0.0,3065.52,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-27,20:13:41.960000,Corte 938,Caja 1,Cajero 1,2064.53,2278.67,0.0,4327.7,4385.06,-0.41,335.4,0.0,1986.38,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-28,15:10:14.567000,Corte 939,Caja 1,Cajero 1,1856.6,3610.54,0.0,5548.82,5521.53,0.06,444.07,0.0,3197.84,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-28,20:20:26.115000,Corte 940,Caja 1,Cajero 1,1854.87,1885.46,0.0,3762.98,3739.25,-0.64,268.2,0.0,1620.55,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-29,15:07:42.636000,Corte 941,Caja 1,Cajero 1,1620.55,4857.37,2366.54,4127.89,4186.8,-10.82,618.56,769.33,3489.25,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-29,20:16:26.746000,Corte 942,Caja 1,Cajero 1,2164.35,2307.02,0.0,4425.06,4440.43,-0.51,735.41,0.0,1576.87,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-30,14:37:04.142000,Corte 943,Caja 1,Cajero 1,1894.56,6660.58,6423.53,2218.22,2254.82,7.62,277.28,0.0,6402.66,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-11-30,20:10:45.648000,Corte 944,Caja 1,Cajero 1,1797.34,2387.02,0.0,4224.5,4242.27,1.52,663.66,153.27,1589.93,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-01,16:27:08.517000,Corte 945,Caja 1,Cajero 1,1715.92,6951.77,3728.54,5009.69,4928.89,-21.01,890.98,382.49,5688.24,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-02,13:18:33.026000,Corte 946,Caja 1,Cajero 1,1800.7,3253.3,0.0,5007.57,5004.12,0.33,1059.33,0.0,2247.66,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-02,20:26:58.070000,Corte 947,Caja 1,Cajero 1,1555.61,4061.51,80.93,5614.4,5529.93,11.43,150.37,192.93,3699.06,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-03,14:59:37.395000,Corte 948,Caja 1,Cajero 1,1597.32,4255.96,0.0,5762.3,5847.85,0.32,472.35,0.0,3726.28,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-03,20:16:30.432000,Corte 949,Caja 1,Cajero 1,1872.55,1866.56,0.0,3699.45,3686.36,0.51,252.28,208.13,1394.4,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-04,14:49:55.747000,Corte 950,Caja 1,Cajero 1,1730.57,6220.42,0.0,7843.7,7953.18,0.81,851.89,0.0,5352.04,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2024-12-04,20:25:55.843000,Corte 951,Caja 1,Cajero 1,2361.37,3439.88,31.41,5788.64,5843.29,1.05,445.07,249.1,2762.42,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-05,14:47:30.796000,Corte 952,Caja 1,Cajero 1,2372.3,5573.48,3189.78,4742.3,4707.75,6.81,253.22,325.95,5032.73,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-05,20:17:01.550000,Corte 953,Caja 1,Cajero 1,2262.14,3488.04,32.12,5718.59,5703.84,1.1,724.97,152.81,2574.77,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-06,14:38:02.564000,Corte 954,Caja 1,Cajero 1,2066.14,3890.8,1477.43,4487.24,4507.2,-71.22,1336.21,0.0,2562.07,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-06,20:09:32.537000,Corte 955,Caja 1,Cajero 1,1930.64,1762.3,0.0,3628.0,3720.64,-0.64,143.16,0.0,1588.34,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-07,12:17:52.916000,Corte 956,Caja 1,Cajero 1,1944.81,3009.1,2199.76,2778.48,2720.45,0.37,105.04,238.28,2700.14,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-07,20:09:47.596000,Corte 957,Caja 1,Cajero 1,1794.7,4645.06,2539.21,3804.39,3843.87,1.53,404.93,87.43,4054.47,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-08,16:14:25.908000,Corte 958,Caja 1,Cajero 1,1656.23,7213.24,4043.9,4826.5,5473.92,676.39,1606.62,540.92,5081.73,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-09,15:01:32.444000,Corte 959,Caja 1,Cajero 1,1930.27,3303.57,1594.53,3533.35,3542.72,-54.93,506.81,140.23,2598.75,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-09,20:17:52.766000,Corte 960,Caja 1,Cajero 1,1851.71,4353.43,0.0,6144.6,6236.93,1.12,808.13,131.5,3426.28,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-10,14:40:16.871000,Corte 961,Caja 1,Cajero 1,2396.7,3423.95,1712.11,4125.34,4092.15,-0.37,1146.94,75.98,2166.2,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-10,20:23:36.864000,Corte 962,Caja 1,Cajero 1,1999.3,3813.57,0.0,5834.15,5777.37,-4.78,651.17,0.0,3125.1,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-11,15:51:03.014000,Corte 963,Caja 1,Cajero 1,1922.47,3367.27,2675.46,2654.74,2593.21,-18.98,312.62,233.25,2782.27,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-11,20:25:04.981000,Corte 964,Caja 1,Cajero 1,1622.1,1377.15,0.0,3009.61,2957.35,0.83,444.03,0.0,937.91,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-12,15:18:13.014000,Corte 965,Caja 1,Cajero 1,1477.15,4613.74,0.0,6197.39,6126.26,1.25,787.24,57.05,3879.37,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-12,20:25:55.453000,Corte 966,Caja 1,Cajero 1,1746.06,3873.51,219.92,5327.03,5379.66,0.22,240.54,1668.84,1907.07,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-13,14:53:33.630000,Corte 967,Caja 1,Cajero 1,1622.98,5342.98,3666.77,3264.35,3291.44,-0.35,205.3,0.0,5195.12,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-13,20:20:57.986000,Corte 968,Caja 1,Cajero 1,1789.38,2442.74,0.0,4218.32,4165.18,-18.98,440.27,48.33,1947.7,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-14,15:13:27.500000,Corte 969,Caja 1,Cajero 1,1521.31,5618.0,4018.74,3090.15,3056.86,-34.68,1493.76,369.36,3691.34,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-14,20:09:18.278000,Corte 970,Caja 1,Cajero 1,1219.18,1550.09,0.0,2730.85,3539.93,829.09,273.72,193.38,1072.64,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-15,13:15:42.581000,Corte 971,Caja 1,Cajero 1,2223.11,4536.78,4184.4,2549.58,3174.74,575.33,395.47,0.0,4146.18,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-15,16:11:20.921000,Corte 972,Caja 1,Cajero 1,1925.24,2992.22,0.0,4974.62,5047.43,63.34,14.99,0.0,3004.94,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-16,14:47:47.698000,Corte 973,Caja 1,Cajero 1,1791.2,4945.67,0.0,6814.0,6687.55,2.36,579.23,567.75,3796.25,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-16,20:29:10.762000,Corte 974,Caja 1,Cajero 1,1956.65,2456.58,570.56,3877.83,3309.09,-507.95,127.76,427.35,1882.35,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-17,14:46:27.982000,Corte 975,Caja 1,Cajero 1,1605.83,3256.43,2452.87,2386.75,2382.04,0.45,278.4,120.27,2887.78,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-17,20:20:28.147000,Corte 976,Caja 1,Cajero 1,1874.66,2192.02,0.0,4069.34,4086.61,-28.34,62.84,170.76,1933.37,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-18,15:56:51.470000,Corte 977,Caja 1,Cajero 1,1725.77,5502.55,1701.5,5579.54,5501.66,-5.9,525.7,130.46,4826.54,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-18,20:17:58.600000,Corte 978,Caja 1,Cajero 1,1872.25,1561.16,0.0,3431.03,3460.67,0.77,349.53,0.0,1192.31,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-19,15:04:37.246000,Corte 979,Caja 1,Cajero 1,1623.72,6126.33,2353.38,5383.91,5316.07,-3.45,416.83,1255.96,4443.15,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-19,20:19:06.901000,Corte 980,Caja 1,Cajero 1,1588.49,3827.08,2006.67,3428.46,3260.01,-124.88,568.17,0.0,3260.53,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-20,14:05:24.716000,Corte 981,Caja 1,Cajero 1,1067.68,5042.3,2879.37,3148.25,3219.75,0.13,603.98,72.77,4319.93,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-20,20:08:12.401000,Corte 982,Caja 1,Cajero 1,1797.86,4461.46,1736.57,4473.93,4450.01,4.74,910.46,204.77,3319.25,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-21,15:44:22.470000,Corte 983,Caja 1,Cajero 1,1536.95,7211.78,1894.9,6843.64,6542.99,-212.07,757.4,1443.92,4906.62,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-21,20:15:57.463000,Corte 984,Caja 1,Cajero 1,1720.99,2186.72,1281.88,2716.84,2633.6,-63.97,99.65,410.71,1687.54,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-22,16:23:35.438000,Corte 985,Caja 1,Cajero 1,1652.24,6698.13,4995.37,3430.38,3386.54,-58.34,963.4,512.91,5258.68,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-23,15:24:15.326000,Corte 986,Caja 1,Cajero 1,1517.02,8129.03,3072.05,6601.94,6715.3,32.08,2577.64,366.05,5255.92,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-23,20:21:55.964000,Corte 987,Caja 1,Cajero 1,1795.53,4848.25,2214.15,4387.19,4264.16,-63.74,338.94,0.0,4504.38,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-24,16:11:36.702000,Corte 988,Caja 1,Cajero 1,1646.42,7482.23,3289.92,5923.63,5743.03,-177.19,1074.68,143.68,6331.08,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-26,15:45:06.542000,Corte 989,Caja 1,Cajero 1,2187.69,3971.82,1318.49,4952.45,4934.84,-0.17,611.43,50.35,3381.87,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-26,20:14:32.545000,Corte 990,Caja 1,Cajero 1,2271.58,2109.63,0.0,4409.68,4438.16,0.32,0.0,0.0,2109.5,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-27,15:06:03.473000,Corte 991,Caja 1,Cajero 1,2079.9,4572.78,2091.94,4500.23,4516.13,1.71,636.98,25.0,3847.63,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-27,20:11:34.325000,Corte 992,Caja 1,Cajero 1,1851.14,2135.42,1028.86,2970.99,3002.85,37.02,795.56,220.68,1144.5,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-28,15:27:51.507000,Corte 993,Caja 1,Cajero 1,1820.34,4992.44,3344.9,3484.29,3456.82,-31.03,260.84,556.43,4211.85,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-28,20:15:12.419000,Corte 994,Caja 1,Cajero 1,1767.96,1703.87,0.0,3435.68,3475.54,-4.11,240.87,0.0,1464.28,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-29,16:28:05.105000,Corte 995,Caja 1,Cajero 1,1987.52,7531.8,4218.88,5572.16,5529.03,16.39,222.97,233.25,7147.84,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-30,15:59:41.717000,Corte 996,Caja 1,Cajero 1,1257.32,5291.32,2507.62,4016.34,4000.0,0.6,565.65,0.0,4644.2,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-30,20:26:06.729000,Corte 997,Caja 1,Cajero 1,1866.69,5409.09,0.0,7317.72,4796.72,-2485.38,81.01,185.73,5152.3,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2024-12-31,16:14:37.262000,Corte 998,Caja 1,Cajero 1,1717.76,4890.85,2718.27,3953.83,4156.11,248.98,787.79,157.63,3974.0,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-02,15:25:10.330000,Corte 999,Caja 1,Cajero 1,1512.65,5184.6,2850.78,3749.54,3728.29,-1.27,678.07,52.63,4402.95,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-02,20:17:09.299000,Corte 1000,Caja 1,Cajero 1,1924.53,2380.85,0.0,4281.89,4317.35,-2.09,342.57,61.24,1989.58,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-03,14:06:03.161000,Corte 1001,Caja 1,Cajero 1,1822.0,4998.25,3515.89,3183.34,3196.66,-34.34,372.02,29.04,4497.34,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-03,20:17:40.643000,Corte 1002,Caja 1,Cajero 1,1828.58,3885.77,694.78,4994.57,5004.33,-2.55,715.79,172.01,3042.95,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-04,15:19:56.601000,Corte 1003,Caja 1,Cajero 1,1847.02,4377.0,2197.5,3956.6,3840.65,-51.01,293.43,0.0,4111.95,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-04,20:15:46,Corte 1004,Caja 1,Cajero 1,1549.62,1825.81,0.0,3382.76,3356.7,-1.58,234.99,171.92,1380.23,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-05,16:32:02.758000,Corte 1005,Caja 1,Cajero 1,1989.64,7249.4,4029.77,5250.04,5135.91,-59.25,652.75,494.16,6046.21,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-06,15:20:15.522000,Corte 1006,Caja 1,Cajero 1,1582.14,5474.31,0.0,7047.06,7053.4,1.37,1085.96,174.02,4219.56,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-06,20:16:52.098000,Corte 1007,Caja 1,Cajero 1,1725.44,2198.5,0.0,3909.66,3783.73,-121.54,61.99,73.63,2052.77,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-07,15:23:00.886000,Corte 1008,Caja 1,Cajero 1,1644.56,5082.94,3021.34,3620.94,3560.38,-34.28,553.13,0.0,4505.43,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-07,19:45:04.974000,Corte 1009,Caja 1,Cajero 1,1588.81,1123.17,0.0,2731.47,2715.39,-5.8,63.6,0.0,1042.36,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-08,15:11:54.686000,Corte 1010,Caja 1,Cajero 1,2003.0,5534.27,2608.48,4850.64,4933.73,7.35,1166.45,159.03,4258.82,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-08,20:09:55.134000,Corte 1011,Caja 1,Cajero 1,1727.99,2837.88,967.14,3627.57,3662.82,-0.16,310.64,154.21,2376.97,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-09,15:22:04.068000,Corte 1012,Caja 1,Cajero 1,1462.6,2663.3,0.0,4156.96,4180.79,-0.04,434.87,240.22,1995.65,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-09,20:21:08.363000,Corte 1013,Caja 1,Cajero 1,1733.73,3062.45,0.0,4860.06,4836.72,17.33,639.3,0.0,2474.74,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-10,12:56:39.804000,Corte 1014,Caja 1,Cajero 1,1731.29,3179.42,0.0,4896.91,5011.91,41.79,670.72,0.0,2532.11,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-10,19:43:46.059000,Corte 1015,Caja 1,Cajero 1,1717.35,2544.01,63.34,4211.71,4175.6,-0.14,659.17,0.0,1882.78,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-11,14:59:08.280000,Corte 1016,Caja 1,Cajero 1,1514.64,5383.99,951.55,5893.19,5959.47,0.22,728.71,546.27,4107.67,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-11,20:17:52.380000,Corte 1017,Caja 1,Cajero 1,2041.63,3123.48,0.0,5169.24,5073.3,0.1,713.06,525.07,1847.32,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-12,16:26:51.085000,Corte 1018,Caja 1,Cajero 1,2117.5,7313.35,4363.3,5050.21,5098.8,162.68,805.03,317.56,6166.93,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2025-01-13,12:48:37.370000,Corte 1019,Caja 1,Cajero 1,1590.36,1923.89,0.0,3454.89,3445.73,3.23,394.48,53.86,1474.46,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-13,20:06:27.403000,Corte 1020,Caja 1,Cajero 1,1533.61,5189.54,1917.15,4831.39,4848.55,-1.0,662.16,439.15,4173.08,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-14,12:58:43.899000,Corte 1021,Caja 1,Cajero 1,1935.78,1773.49,832.1,2853.38,2857.08,-58.23,189.5,98.5,1490.72,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-14,19:58:43.647000,Corte 1022,Caja 1,Cajero 1,1771.66,4846.12,0.0,6553.96,6438.53,-30.2,566.0,12.64,4168.1,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-15,14:16:09.122000,Corte 1023,Caja 1,Cajero 1,1288.8,6360.78,3149.18,4469.7,4077.88,-421.39,430.8,721.93,5270.98,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-15,20:16:02.081000,Corte 1024,Caja 1,Cajero 1,2067.06,4231.76,3479.44,2967.73,2889.6,1.88,194.13,0.0,4122.07,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-16,13:00:58.857000,Corte 1025,Caja 1,Cajero 1,1821.42,1703.99,0.0,3565.24,3581.5,1.32,195.25,0.0,1492.69,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-16,20:27:26.405000,Corte 1026,Caja 1,Cajero 1,1745.83,4099.74,0.0,5781.8,5205.26,-693.25,672.5,161.49,3262.01,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-17,15:38:00.425000,Corte 1027,Caja 1,Cajero 1,1502.42,4106.92,420.27,5262.63,5161.49,2.92,522.81,0.0,3610.97,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-17,20:15:38.622000,Corte 1028,Caja 1,Cajero 1,1770.5,2334.77,0.0,4058.72,4131.94,-0.64,781.21,0.0,1563.26,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-18,15:52:17.828000,Corte 1029,Caja 1,Cajero 1,1880.95,6438.89,0.0,8309.62,8144.67,1.25,1202.62,565.01,4541.13,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-18,20:21:47.783000,Corte 1030,Caja 1,Cajero 1,2191.34,891.59,0.0,3058.04,3119.87,0.96,0.0,441.72,432.4,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-19,16:18:42.064000,Corte 1031,Caja 1,Cajero 1,1851.65,9414.77,5117.64,6206.0,6139.48,11.77,1427.83,421.04,7632.17,NO,Admin 1,INFORMACION_PROTEGIDA
